,Student_ID,Subject,Assignment_Name,Due_Date,Status,Grade_Feedback,Guardian_Signature
39371,S03430,Arabic,Candidate get picture hot.,12/01/2024,❌,F,Yes
39372,S07205,Science,Early receive imagine risk.,2024-12-14,❌,A+,No
39373,S10202,Math,Them maybe nothing director.,2024-10-25,pending,B, 
39374,S07705,English,View heavy professional.,2025-01-23,❌,F, 
39375,S04238,Geography,Sister agency ask analysis.,2025-02-02,✔,B-, 
39376,S04199,Arabic,Kid method.,11/19/2024,❌,A+,No
39377,S05797,English,Effort can end.,2024-09-14, ✔ ,B-,Yes
39378,S10193,Science,Treatment receive.,2024-09-17,❌,A,Yes
39379,S04159,Geography,Model century.,2024-12-21,❌,F, 
39380,S11642,Arabic,Seek because executive.,2025-01-06,✔,B-, 
39381,S11331,Math,Child gas animal.,2024-11-25,✔,D,Yes
39382,S04106,History,Food minute similar group.,2024-10-06,✔,C, 
39383,S11969,English,Artist concern.,2024-09-09,✔,B,Yes
39384,S02586,English,Raise task.,2025-01-16,❌,C,Yes
39385,S04852,Geography,Deal side wait reach.,2024-11-27,❌,D,Yes
39386,S02788,English,Player think.,2024-12-18,❌,B,No
39387,S03907,History,Put focus for.,2024-09-14,✔,C-,Yes
39388,S02907,Math,Care cut.,2025-02-27,❌,F, 
39389,S05396,History,Move appear.,2024-12-09,✔,F,No
39390,S06635,Geography,Area every dark smile.,2024-12-10,✔,C-,Yes
39391,S08965,Science,Attorney note.,2025-01-05,pending,F,Yes
39392,S01136,English,Attack perhaps form.,2024-10-24,❌,A+,Yes
39393,S11561,Math,She entire future.,2024-09-22,✔,F,Yes
39394,S00157,English,Assume cell.,2024-12-25, ✔ ,F, 
39395,S03957,Science,Throughout much fire.,12/14/2024,✔,A,Yes
39396,S10502,Arabic,Safe born federal experience.,2024-09-17,❌,C, 
39397,S01785,Arabic,Bar and.,09/23/2024,❌,A+,No
39398,S06878,Math,Arm seem.,2024-12-10, ✔ ,C-,No
39399,S09062,History,Send federal.,2024-12-16, ✔ ,F,Yes
39400,S08814,Math,Hotel power.,2025-01-06,✔,B-,Yes
39401,S04185,Arabic,Bit information case agree.,2024-12-20,✔,A+,No
39402,S05042,Science,My cover.,2024-12-26,pending,C-,Yes
39403,S03175,English,Share almost suffer.,2024-09-28, ✔ ,D,No
39404,S10512,Arabic,View stock.,2025-01-02,✔,A,No
39405,S04099,History,National travel road.,2024-12-31,✔,A,No
39406,S07595,English,Soon their.,2024-12-20,✔,A+,Yes
39407,S00626,History,Offer far energy.,2024-11-10, ✔ ,B, 
39408,S00351,Arabic,Receive music.,2024-10-21, ✔ ,B, 
39409,S05709,Arabic,Go yet hope early.,2024-09-27,❌,C, 
39410,S04444,Geography,Feel hospital.,2025-03-05,✔,F,Yes
39411,S00445,History,Try ever process.,2024-09-14,pending,D,Yes
39412,S10884,Geography,Walk season.,2025-01-21, ✔ ,D, 
39413,S00241,Math,Believe tell.,2024-12-31,pending,B,No
39414,S00989,English,Occur door table home.,2024-11-07,❌,A,Yes
39415,S09466,Science,Return policy available.,2024-12-24,✔,C-,Yes
39416,S10769,Math,Care goal bed.,01/11/2025,✔,A+, 
39417,S03896,English,Book single practice.,2024-11-13,pending,C-,Yes
39418,S06797,Math,Poor partner level.,2024-09-18, ✔ ,F,No
39419,S09115,Science,Often century teach.,10/21/2024, ✔ ,F, 
39420,S03086,Arabic,Work born.,2024-11-05, ✔ ,A+,Yes
39421,S04354,Geography,Drug truth reduce.,2024-10-18,❌,D,Yes
39422,S08434,Arabic,Free many six.,2024-11-02,pending,B-, 
39423,S07320,Arabic,White chance.,2024-10-05,❌,D,Yes
39424,S05294,English,Republican nature low.,2024-10-30,❌,B,Yes
39425,S00189,English,Occur race effect.,2025-03-05,❌,B-, 
39426,S12070,Science,Several simple religious.,2025-02-26,❌,C,Yes
39427,S06707,Science,Power believe.,02/01/2025,✔,A+,Yes
39428,S05047,Science,Enter whole close.,2025-02-01,pending,A, 
39429,S07357,History,Treatment himself nice.,12/25/2024, ✔ ,A, 
39430,S11377,English,Stage magazine.,10/05/2024,✔,A+,Yes
39431,S09597,History,Share shake north.,11/26/2024, ✔ ,B-,Yes
39432,S00923,History,Court.,11/03/2024,pending,B,Yes
39433,S08830,Science,Thank common.,2024-12-03,❌,F,Yes
39434,S00305,Science,He road participant.,2024-10-16, ✔ ,B,Yes
39435,S06172,Arabic,Mother fish.,2024-09-14,❌,B-, 
39436,S10964,English,Ball explain.,2025-02-25, ✔ ,C-,Yes
39437,S04368,Arabic,Full future happen.,2025-02-20, ✔ ,D, 
39438,S07327,History,Beyond customer analysis.,2025-01-11,❌,C-,Yes
39439,S01707,Science,Though customer.,2024-10-20, ✔ ,C,Yes
39440,S04014,Arabic,Order produce central fight.,2025-01-10,pending,C-,Yes
39441,S01952,English,Us.,10/18/2024,✔,A+,Yes
39442,S00842,History,Author today.,2024-12-09,pending,C,Yes
39443,S03550,History,Process sea.,2024-11-09,✔,A+,No
39444,S11959,Science,Condition character.,2024-12-01,❌,B-, 
39445,S02965,History,Spend enough.,02/19/2025,❌,B-,No
39446,S09494,Geography,Mrs phone.,2025-02-06,✔,D,Yes
39447,S01102,Arabic,Pass war glass.,2024-09-21, ✔ ,C-,Yes
39448,S08817,English,Use visit available.,2025-02-04,✔,C-, 
39449,S09900,Geography,Many country mean join.,2025-01-18, ✔ ,F,No
39450,S04340,Arabic,Yourself crime tonight.,2025-01-09,✔,C-, 
39451,S02311,English,He still those.,2024-10-30,❌,A+,No
39452,S07609,English,Able four really western.,2024-09-09,✔,A,Yes
39453,S05183,History,Use important.,02/06/2025, ✔ ,B, 
39454,S08944,English,Response challenge late.,2024-11-04,✔,C, 
39455,S02281,Arabic,Speak involve water.,2025-02-26,✔,A+, 
39456,S00216,Arabic,Time.,2024-12-03, ✔ ,C-,No
39457,S03549,Geography,Determine pattern.,01/03/2025,✔,A,Yes
39458,S00763,Science,Shoulder building.,2024-10-17,❌,A,No
39459,S05584,History,Group bed.,11/24/2024,✔,A+,No
39460,S07096,Geography,General court.,2024-12-24, ✔ ,A+,No
39461,S10578,Science,Teacher.,2024-10-21,✔,F,No
39462,S04949,Arabic,Break lot positive.,2024-09-25,❌,C, 
39463,S02844,Arabic,End.,2025-02-02,✔,C,Yes
39464,S05197,English,Property image.,2024-12-16,pending,D,Yes
39465,S07805,Math,Blood student something.,2024-12-25, ✔ ,B-, 
39466,S05029,History,Mean fish.,2024-12-25,❌,B, 
39467,S07075,Arabic,According radio.,2025-02-07,✔,A+, 
39468,S04179,Math,Hour.,2024-12-28,✔,B,Yes
39469,S04788,Science,Every.,2024-12-14,✔,B-,No
39470,S08971,History,Somebody response model.,2024-10-29, ✔ ,C,No
39471,S04565,Science,Kitchen medical.,2025-01-01,✔,B-,No
39472,S11022,Geography,Across floor.,2024-11-13,pending,A+, 
39473,S05433,History,Yard new rather during.,2025-02-27,✔,D, 
39474,S02518,Geography,Their performance discussion.,2024-12-27,❌,A, 
39475,S09720,Math,Month direction style.,2025-02-12,pending,B, 
39476,S02834,Arabic,Officer up.,12/16/2024,❌,C,Yes
39477,S00096,Science,Before machine.,2025-01-16, ✔ ,C,Yes
39478,S01500,Math,Democratic thing party.,03/02/2025,❌,A+,Yes
39479,S02609,Arabic,Situation admit.,2024-10-08,✔,C,Yes
39480,S01507,Science,Say community.,2025-02-11,❌,A+,No
39481,S05794,Math,Guess into bit.,2025-03-03,❌,C-,No
39482,S04702,English,Exist language media.,2025-02-01,✔,C,Yes
39483,S03088,Science,Film teach table.,2025-01-08, ✔ ,A, 
39484,S05799,Arabic,Different network.,01/03/2025,✔,B-,Yes
39485,S09287,Geography,Consider test.,2025-01-19,✔,B,Yes
39486,S04693,Arabic,Pretty community.,2025-01-01,✔,D,No
39487,S10197,Arabic,Put entire.,2024-12-08,❌,C,Yes
39488,S09683,Geography,Trouble member a.,2024-12-15,❌,A,Yes
39489,S08653,Science,Ask crime smile.,2024-11-23, ✔ ,A+, 
39490,S01000,Arabic,Fire scientist.,02/01/2025,❌,C-,Yes
39491,S01556,History,Value.,2024-12-26,✔,B,Yes
39492,S05862,Arabic,Beat.,2024-12-11, ✔ ,D, 
39493,S02803,History,Appear game executive.,2024-11-10,❌,C,Yes
39494,S01947,Arabic,Number.,01/12/2025,✔,C-,Yes
39495,S09951,Arabic,Others allow.,2024-12-01, ✔ ,B-, 
39496,S02592,Geography,Condition billion.,11/23/2024,✔,A+,No
39497,S06560,Arabic,List carry.,2024-11-03,✔,B-, 
39498,S01358,History,Class Congress.,2025-02-14,✔,C-,Yes
39499,S00231,English,Possible you case.,2024-11-12,✔,A,Yes
39500,S09442,Arabic,Pm.,2024-12-30,✔,B-,Yes
39501,S09776,Arabic,Remain return.,2024-11-18,✔,A, 
39502,S00493,History,Color summer indeed.,2024-10-09,✔,A+,No
39503,S11490,English,Actually card grow.,2024-10-03,✔,B, 
39504,S09912,Geography,Of maintain need.,2024-11-01,❌,C-, 
39505,S11596,History,Resource dark very.,2025-03-01,❌,B-,Yes
39506,S00286,English,Nice two.,2024-09-14,✔,A+,Yes
39507,S10725,English,Trouble wall notice.,2024-09-23,❌,F, 
39508,S01204,Math,Within.,2024-11-21,❌,B-,Yes
39509,S06275,Arabic,Least.,2025-01-17,✔,C-,No
39510,S00084,Geography,Music special knowledge.,2024-11-28,✔,C-, 
39511,S09757,History,Professional girl.,09/28/2024,✔,C-,Yes
39512,S06741,Math,Share rock race.,2025-02-13, ✔ ,A+, 
39513,S04525,Math,Present economic brother.,2024-11-01,✔,C-, 
39514,S11396,Arabic,Attention.,01/02/2025,pending,A, 
39515,S11324,Arabic,Third half.,2025-02-12,pending,B-, 
39516,S01397,Science,Million become.,2024-09-13,❌,D, 
39517,S09328,English,Meeting hard.,2025-01-16,❌,D, 
39518,S11816,English,Nor station.,2024-11-15,❌,B-,Yes
39519,S02253,Science,Brother level whatever.,10/20/2024, ✔ ,F, 
39520,S01788,Arabic,Really picture close.,2024-09-16,✔,F, 
39521,S12047,Geography,Whether push nearly.,2024-10-10,pending,D, 
39522,S03827,History,Face kid.,2024-09-29,✔,A+,No
39523,S04958,Arabic,Pm letter.,02/07/2025, ✔ ,A+,No
39524,S03809,Science,Language eye you.,2025-01-19,pending,A+,Yes
39525,S01167,Math,Along draw recognize.,11/29/2024, ✔ ,D,Yes
39526,S07707,Geography,Site because among draw.,2025-02-23,❌,C,No
39527,S03871,English,Against professional.,2025-01-06,✔,A+, 
39528,S00383,Math,Open control.,2024-12-14,✔,F, 
39529,S10284,History,Really major enough.,2024-10-21, ✔ ,C,No
39530,S11106,Geography,Four movement forget.,2024-10-07,pending,A, 
39531,S12023,Arabic,Leave who old.,2025-02-04,✔,C,No
39532,S08133,Arabic,Everyone indeed.,01/09/2025,✔,B,Yes
39533,S07785,Arabic,Either girl.,2025-02-20,❌,B-,No
39534,S06965,English,Data color and.,02/09/2025,❌,A,No
39535,S07296,History,Item daughter.,2025-02-24,✔,A+,No
39536,S07773,English,Share.,2024-11-24,❌,C-,Yes
39537,S05057,Math,Executive quite successful.,2024-12-11,✔,A, 
39538,S06067,English,Cup body blood.,02/15/2025,✔,D, 
39539,S09739,Math,Reduce these heart.,2025-01-30,pending,C,Yes
39540,S01073,English,Nor so.,2024-11-10,❌,D, 
39541,S03630,Math,List street through.,10/15/2024,❌,C,No
39542,S08500,History,Require service.,2025-01-18,✔,B-,No
39543,S03224,English,Large race.,2024-11-27,✔,F,Yes
39544,S05617,Arabic,Upon second.,01/29/2025,❌,C-, 
39545,S05774,Science,Recognize choose.,2025-01-27,❌,C-,Yes
39546,S04006,Math,Why against indicate.,2025-02-14,pending,F,Yes
39547,S11280,Arabic,Education pay military should.,2025-01-04,pending,C-, 
39548,S06780,History,Miss art lose.,11/06/2024,❌,C-,Yes
39549,S07173,Geography,International field.,2024-11-08,✔,F, 
39550,S03487,Science,Son record fill.,2024-11-03,✔,B-, 
39551,S04709,English,Whose old place.,2024-10-18,❌,F,No
39552,S07777,Science,His hard exactly.,2024-09-14,❌,D,Yes
39553,S03632,Math,Attention despite beat.,2025-03-05, ✔ ,C, 
39554,S07688,Science,Soon throughout.,2025-01-15,❌,A,Yes
39555,S11494,History,Husband pass.,2024-09-18,pending,F, 
39556,S09763,Arabic,Remain consumer tell.,2024-12-07,✔,D, 
39557,S10883,Arabic,Teach perhaps already.,12/04/2024,✔,D,Yes
39558,S09977,Science,Lay pull.,2024-12-24,❌,D,Yes
39559,S02943,Arabic,Begin read government.,2024-09-12,pending,C,Yes
39560,S11811,Science,Much bag light.,2024-11-12,✔,B,No
39561,S02840,Geography,Easy cause.,2024-09-18,✔,B,Yes
39562,S04618,Math,Enter while plan.,2024-12-18, ✔ ,A+, 
39563,S06534,Science,Either heavy instead.,2024-12-31,pending,A,No
39564,S10625,Math,Member health dream.,2024-12-07,✔,C-,Yes
39565,S08048,English,Itself very others.,2024-12-03,✔,A,Yes
39566,S11892,English,Score fire.,2025-01-26, ✔ ,D, 
39567,S10669,Science,Ask.,2024-10-17, ✔ ,C,Yes
39568,S06537,English,Respond beyond day.,2025-01-06,✔,C,Yes
39569,S06477,Math,Feeling tend want.,03/05/2025, ✔ ,B,No
39570,S06580,Arabic,Surface police while.,2024-10-12,✔,C, 
39571,S10221,History,Usually.,2024-10-31,✔,A+,No
39572,S11337,Math,Site.,2024-11-30,❌,C, 
39573,S02364,Math,And stage.,2024-10-11,✔,B-,No
39574,S04276,Science,Model give.,2025-03-09,✔,A+, 
39575,S10864,Math,Magazine eat.,2025-03-09,pending,C-,No
39576,S09753,Science,Whatever explain possible.,2024-09-30, ✔ ,C-, 
39577,S11837,Geography,Act relationship.,2024-11-22,❌,B,Yes
39578,S07616,Science,Tonight attorney.,2024-12-18,❌,B-,Yes
39579,S10031,Arabic,Clear plant study.,2025-01-31,✔,B-,No
39580,S06868,History,Cultural evidence.,12/15/2024,❌,F,No
39581,S05187,English,Fund.,2025-02-17,pending,F, 
39582,S06418,English,Against certain including.,2025-01-23,❌,A,Yes
39583,S01737,Science,Whatever assume.,2024-12-10,pending,C-,Yes
39584,S05188,Arabic,Peace hundred between.,2025-02-04, ✔ ,C-,No
39585,S09292,Math,Movement just out.,12/13/2024,❌,B, 
39586,S05473,History,House myself police rule.,2024-11-27,pending,F, 
39587,S05073,Math,Food clear south question.,2024-10-09,✔,C-, 
39588,S09633,History,Door keep author.,2024-12-23,✔,C,No
39589,S05766,Geography,Country teacher.,2024-10-29, ✔ ,C-, 
39590,S09461,Geography,Black save.,2024-11-18, ✔ ,A+,Yes
39591,S09881,English,Dog discover difference now.,2024-09-17,✔,C-, 
39592,S08343,Arabic,A grow shake.,2024-11-28,✔,D, 
39593,S10661,Arabic,Able five suggest.,2024-10-23,✔,B-,No
39594,S10353,Science,Kid minute within.,2024-11-21,✔,A,No
39595,S02991,Geography,Partner theory everything.,2024-11-01,❌,D, 
39596,S02062,English,Stand.,02/28/2025,✔,C-,No
39597,S05119,Math,Player improve price thought.,11/19/2024,❌,B,No
39598,S01522,History,Remain nice better.,2025-02-04, ✔ ,B,Yes
39599,S02132,History,Activity mind develop.,2024-11-06,❌,B-,No
39600,S04629,Geography,Thus around process.,2024-12-06, ✔ ,A, 
39601,S03503,Math,Send cost audience.,2024-09-13,pending,A, 
39602,S00067,Geography,Fish.,2024-09-21,✔,B-,Yes
39603,S04792,Science,Behavior.,02/03/2025,pending,A+,Yes
39604,S05010,English,Glass.,2024-09-19,pending,F,Yes
39605,S11198,Geography,Hundred.,2025-03-07,pending,F,No
39606,S00604,Science,Behind rather plan.,2024-10-15,❌,C, 
39607,S08552,Science,Clear until discussion.,2024-10-02, ✔ ,A+,No
39608,S06534,Arabic,Realize paper.,2025-01-27,✔,C,No
39609,S09014,Math,Tax ok discussion.,11/28/2024,❌,B-,No
39610,S07052,Math,Successful.,2024-11-26, ✔ ,D,Yes
39611,S05571,English,Son.,2024-12-15,✔,B,No
39612,S05319,English,Pull account six coach.,2025-01-19,❌,A,Yes
39613,S06353,Science,Audience.,01/02/2025,❌,D,No
39614,S01406,History,Change.,2024-12-27,✔,C, 
39615,S05593,Math,Course serious star.,12/11/2024, ✔ ,A+,No
39616,S11928,Math,Focus hard.,2024-12-02,❌,C-, 
39617,S09072,History,Husband course.,2024-11-19, ✔ ,F, 
39618,S07658,Arabic,Reason simply.,2024-12-15, ✔ ,B, 
39619,S11098,Science,Owner bar.,02/27/2025,❌,A,Yes
39620,S02583,Science,Apply technology physical.,2024-12-29,❌,B-,No
39621,S11483,English,Traditional situation.,2025-01-11,✔,A,Yes
39622,S07254,History,Tree score.,01/03/2025,✔,F,Yes
39623,S03087,Math,Who group main fear.,2025-02-08,pending,C,Yes
39624,S06290,Science,Movie science evening.,2024-10-05,pending,F,No
39625,S11191,English,Local affect skin.,2025-03-07, ✔ ,A+,Yes
39626,S08558,English,Card look.,2025-02-24,❌,B-,Yes
39627,S11149,English,Everybody kid walk.,2024-09-08,pending,F,Yes
39628,S03126,Geography,Risk.,2024-11-11, ✔ ,D,Yes
39629,S05010,Math,Let start.,2025-02-13,pending,A+,No
39630,S04634,English,Time nice down.,2024-09-15,❌,B, 
39631,S00992,Arabic,Song tell population.,09/22/2024,pending,D, 
39632,S03181,Arabic,Manage democratic.,2024-09-21, ✔ ,D, 
39633,S03816,Geography,Now question school.,10/18/2024,✔,A+, 
39634,S02981,English,Throw player.,2024-12-22,✔,F,Yes
39635,S04180,Geography,Build.,11/26/2024,✔,A,No
39636,S11358,Science,Face ever process.,2024-10-16,❌,C, 
39637,S09552,History,Order produce care.,2024-10-29, ✔ ,A+,Yes
39638,S11592,Arabic,Evening energy moment.,2024-10-04,✔,D,No
39639,S09764,Geography,Both.,01/03/2025,✔,B, 
39640,S08128,History,Model its ability.,2025-01-13,❌,D,No
39641,S01331,Geography,Information people.,2024-09-21,❌,D,No
39642,S03828,English,Girl soon view.,11/03/2024,✔,C-,Yes
39643,S08399,English,Anyone point these.,2025-01-14,❌,F, 
39644,S08961,Math,Industry both.,2024-11-27,❌,A, 
39645,S03570,English,Here spend land.,2025-01-02,❌,F,Yes
39646,S10127,Geography,He reflect meeting.,2024-10-23,✔,F,Yes
39647,S00777,History,Employee science room.,2024-10-02,❌,A,Yes
39648,S03282,Science,Rock ten compare.,2024-11-06,❌,C, 
39649,S12054,Arabic,Run.,2025-02-03,✔,A, 
39650,S06285,Math,Have on.,10/16/2024,✔,F,Yes
39651,S08230,History,So across.,01/15/2025,✔,A+, 
39652,S05398,Arabic,Sure speak social.,2024-09-17,❌,B-,No
39653,S04087,Math,Capital listen book.,2024-09-19,✔,F,Yes
39654,S05113,Geography,Class yard.,2025-03-01,✔,D, 
39655,S04095,English,Training in important.,2025-01-10,❌,A+,No
39656,S03089,Arabic,Pressure name fall white.,2024-11-09, ✔ ,C, 
39657,S03198,English,Present bank.,01/22/2025,❌,A, 
39658,S11666,Science,Offer artist.,2025-01-14,pending,C,Yes
39659,S06620,English,Memory.,2024-10-02,pending,B,No
39660,S09665,Math,Help.,2024-11-20,❌,B, 
39661,S10742,Arabic,Field process necessary.,2025-03-02,❌,A, 
39662,S11282,Math,Teach project.,2024-12-11,❌,F,No
39663,S00507,Math,Agree art.,2024-09-12, ✔ ,A+,No
39664,S10308,Math,Conference great discover.,2024-09-21,❌,A+,No
39665,S08945,Geography,Security three.,2024-11-03, ✔ ,F, 
39666,S00536,History,Simply hundred.,2024-10-13,pending,A,No
39667,S01870,Math,Culture market.,2024-11-19,❌,B,No
39668,S00188,Math,Story seek food.,2025-01-20,✔,B, 
39669,S12114,English,Rest idea.,2024-11-06,pending,C-,Yes
39670,S07933,English,Community onto employee.,2024-09-22,❌,C,Yes
39671,S06558,Arabic,Three discover administration.,2024-12-28,❌,D,No
39672,S05430,Arabic,Bag gas.,10/19/2024,❌,C-,Yes
39673,S01940,History,Consider condition design.,01/20/2025,pending,A,No
39674,S08203,English,Mouth her question.,2024-10-16,❌,C-,No
39675,S00910,English,People capital bit.,11/24/2024, ✔ ,A+, 
39676,S10230,Science,Everyone state.,10/22/2024,✔,C,No
39677,S06012,English,Drop decide rate.,2024-11-22,❌,B-,No
39678,S07237,Arabic,Much do.,2025-02-13,❌,D, 
39679,S10445,English,Near campaign imagine.,2024-12-30,❌,A,No
39680,S06174,Math,Together much visit.,2024-12-31,✔,C-,Yes
39681,S08319,Geography,Win sell nearly.,2025-01-24, ✔ ,C-, 
39682,S02777,Math,Lose year.,2024-10-19, ✔ ,B,No
39683,S08141,Math,Fact rich expect.,2025-01-07,pending,B,No
39684,S00349,Science,Character save coach.,2024-12-19,pending,B, 
39685,S10829,English,Response discover nation claim.,2024-12-06,❌,C-,Yes
39686,S05154,Arabic,Moment buy professional little.,2025-02-23,✔,A,Yes
39687,S09003,History,Trouble cost child shake.,2024-11-26,✔,A+,No
39688,S01362,Science,Back name.,09/15/2024,❌,A,No
39689,S09999,Math,Once particular news.,02/18/2025,pending,B,No
39690,S02231,Geography,Should ready.,2025-02-13, ✔ ,B,No
39691,S03021,Math,Admit simply.,2024-09-25,pending,C-,No
